604,635
353,725
177,509
255,500
886,183
550,441
773,688
851,269
280,707
564,740
459,726
842,655
21,846
968,434
600,559
838,716
73,153
807,438
817,969
502,104
975,226
224,503
112,893
468,768
433,266
490,837
750,266
935,898
229,415
149,416
228,721
447,178
871,25
283,81
818,19
287,693
803,330
195,250
143,628
170,414
122,445
651,73
858,704
878,839
502,554
213,169
945,785
771,732
552,363
436,783
942,122
344,383
725,576
556,911
687,669
476,368
406,127
40,738
709,401
640,446
633,233
128,8
984,472
142,463
657,824
759,846
633,707
166,164
594,697
458,812
12,823
67,651
976,768
930,92
117,790
446,259
90,682
335,82
92,328
29,345
528,545
414,939
460,451
999,195
472,167
122,75
656,247
697,662
685,213
553,515
168,188
788,399
693,420
896,693
680,371
956,147
257,620
958,554
31,765
237,623
377,434
672,276
550,233
2,410
179,656
614,777
488,359
638,299
324,102
705,769
820,880
826,991
905,662
34,177
414,80
566,977
540,511
833,283
411,720
432,133
834,778
154,399
818,880
672,591
665,251
738,966
944,872
33,257
222,151
236,177
433,437
424,297
742,165
653,231
46,795
380,436
810,14
861,814
390,956
766,911
645,327
106,644
931,581
946,882
411,237
764,189
772,130
168,646
919,320
469,597
930,843
851,268
9,780
296,989
940,122
462,720
50,985
96,59
356,88
422,541
697,26
344,914
243,474
434,27
415,772
292,761
159,152
971,751
151,339
704,809
757,94
612,610
642,158
441,15
820,173
357,548
101,528
171,24
780,638
925,161
263,929
830,379
995,811
781,523
746,807
720,106
820,562
623,973
138,974
733,619
112,495
752,649
981,475
969,936
520,838
650,518
533,380
597,441
623,135
28,936
566,489
575,413
53,212
362,902
780,516
67,873
227,505
864,997
111,458
568,606
30,86
154,327
533,404
567,729
578,491
315,439
255,394
314,756
413,990
112,415
966,676
479,969
767,685
201,910
972,313
184,845
628,27
572,344
846,297
588,990
2,900
186,748
754,680
342,34
525,533
206,114
937,947
42,303
422,197
180,626
824,73
715,771
804,568
761,171
595,884
567,352
786,305
580,746
131,372
763,999
901,453
170,572
945,398
976,399
426,523
917,544
613,995
202,96
640,193
832,118
259,112
699,568
257,128
647,759
993,267
867,693
925,59
861,618
669,481
653,748
971,942
872,144
789,561
607,879
974,233
131,129
62,994
583,666
721,166
37,251
799,425
942,508
681,867
101,149
137,199
475,230
285,818
516,788
520,788
906,705
429,549
673,100
124,344
401,599
306,600
859,316
702,482
150,926
665,187
701,234
285,208
458,287
369,293
500,288
104,91
838,371
982,507
558,792
271,211
767,494
964,270
304,20
730,567
510,699
655,404
409,976
732,379
906,589
729,515
2,931
497,232
401,290
375,662
659,709
877,642
263,720
340,153
281,848
652,488
109,505
405,99
593,47
641,205
16,299
167,242
108,567
272,689
124,464
458,864
14,250
488,92
181,910
751,715
564,287
674,47
468,367
202,666
11,120
755,1
578,649
842,857
220,532
791,505
358,55
577,350
452,570
93,684
88,833
832,761
753,484
416,145
590,287
355,758
18,362
653,826
774,106
641,162
808,517
884,693
79,433
614,639
566,65
454,133
126,431
188,342
604,288
779,315
476,820
608,973
83,469
132,582
740,778
203,805
597,797
156,889
231,444
99,617
76,123
603,730
657,464
239,768
418,488
366,473
214,591
76,838
158,994
434,70
389,230
942,568
149,948
348,600
909,61
661,911
211,460
751,825
967,811
529,534
156,624
923,978
244,958
888,716
644,820
464,115
595,935
190,640
348,150
215,955
393,117
100,70
41,613
195,109
305,508
469,525
575,401
869,861
101,39
79,600
639,961
286,146
512,72
143,706
189,209
721,124
163,54
272,211
226,49
227,398
793,709
645,563
692,95
455,176
907,834
215,366
897,964
752,406
589,48
323,283
356,319
459,111
56,837
497,98
491,743
797,846
469,604
801,512
709,380
843,703
939,649
178,377
847,976
738,897
13,75
796,876
531,667
473,713
481,73
429,405
292,334
499,667
963,743
652,481
117,211
577,230
927,202
999,375
496,251
596,583
334,273
898,544
863,861
715,577
141,143
725,586
275,206
532,636
815,484
294,182
122,562
428,970
462,136
411,939
324,238
948,238
625,174
387,872
222,334
439,952
457,474
388,16
995,702
656,618
965,860
332,80
982,556
496,214
61,883
797,652
887,22
837,607
310,111
460,829
464,75
67,279
934,227
727,803
107,250
549,695
365,391
498,925
972,179
713,194
63,949
78,420
54,209
284,130
443,431
492,457
387,44
544,640
676,95
663,491
103,200
101,600
670,865
811,295
572,371
555,512
116,837
800,902
815,482
751,646
225,115
366,672
451,502
74,431
393,547
561,52
889,870
939,997
662,951
15,754
268,754
328,129
77,329
642,367
562,957
282,795
658,489
476,711
246,709
954,428
756,938
855,137
929,842
748,764
428,184
970,205
581,986
347,329
451,843
408,364
493,95
548,580
485,513
100,688
788,101
805,767
210,180
651,557
391,295
897,619
684,897
897,976
244,165
393,597
753,390
660,537
603,335
5,183
911,898
539,943
844,220
769,582
716,82
257,898
607,610
351,507
373,241
578,289
412,880
167,686
731,715
606,654
779,908
661,431
20,76
325,209
817,176
93,10
286,733
885,505
898,528
336,178
151,82
407,869
712,388
104,673
38,162
933,87
829,620
213,337
70,728
763,743
588,64
818,116
813,461
842,45
919,989
545,173
111,786
681,770
886,824
922,653
168,798
229,356
870,405
673,770
216,755
217,204
520,604
322,763
284,442
942,351
883,502
13,758
165,50
443,586
629,135
213,33
164,504
744,137
979,716
33,350
67,417
960,907
275,221
219,571
58,127
55,249
243,469
331,469
952,925
619,979
136,959
238,82
538,889
876,676
718,445
436,938
263,429
585,379
637,278
380,46
380,427
276,758
47,935
390,981
560,909
446,887
745,848
242,563
357,401
445,358
608,881
218,270
379,616
102,752
480,842
688,341
439,117
576,622
623,673
189,765
13,794
639,854
543,757
892,514
534,404
288,237
412,126
695,284
296,756
573,170
21,931
396,601
300,740
498,77
240,180
142,526
525,191
866,870
866,123
323,303
295,523
376,869
409,396
124,921
154,706
719,237
230,83
46,427
124,153
591,359
871,869
615,509
258,500
361,897
491,660
8,894
204,936
744,190
613,179
491,719
78,823
583,98
110,476
487,443
893,785
976,814
531,916
729,921
715,592
425,684
323,436
414,551
445,733
261,405
127,600
861,294
217,15
480,72
657,146
395,887
207,68
485,704
10,135
893,13
760,785
504,236
660,383
906,252
954,647
151,394
191,909
768,583
252,334
266,541
846,981
675,201
49,806
484,638
228,756
128,784
195,224
675,119
171,175
942,771
759,264
928,669
669,393
59,507
81,448
246,194
668,913
769,282
340,532
132,232
744,265
626,846
212,590
954,225
893,10
831,991
403,516
559,628
553,989
736,865
430,101
452,352
529,683
845,428
358,35
634,319
198,434
585,863
432,37
327,953
660,768
110,284
454,340
962,889
230,388
880,797
934,95
494,73
29,243
689,198
778,878
979,795
985,371
147,449
42,328
861,44
659,686
701,851
657,402
701,267
379,474
789,902
441,61
255,790
293,406
809,896
183,249
183,751
973,35
335,82
785,836
932,904
285,497
183,218
622,235
988,856
218,2
818,90
633,162
779,438
108,308
817,268
789,3
851,204
934,548
577,178
135,701
125,209
76,227
554,520
78,238
774,37
690,102
297,312
973,714
398,703
650,492
529,244
596,504
318,850
686,186
968,401
996,445
361,860
687,594
443,823
248,442
31,399
107,420
78,419
404,402
81,929
949,215
362,120
750,674
670,518
224,719
944,319
794,65
425,979
559,576
745,318
694,644
481,408
53,823
411,889
999,582
486,758
358,832
412,695
993,444
312,178
454,504
827,383
811,469
49,47
668,218
176,784
750,822
673,677
625,951
651,149
410,264
206,595
973,45
706,548
662,920
181,903
465,319
103,30
465,42
242,32
191,734
187,583
366,231
162,661
780,613
653,937
57,75
359,598
93,440
946,204
32,972
640,759
368,775
518,446
401,156
770,39
63,993
210,24
430,180
152,901
588,457
254,747
676,859
115,399
135,6
401,523
486,90
185,278
336,577
474,230
902,937
726,121
781,768
640,495
296,775
836,228
704,532
345,401
468,868
475,645
584,63
940,200
934,471
435,586
895,43
541,144
530,106
890,149
253,853
585,673
964,842
804,782
330,501
830,912
340,992
596,14
248,871
285,112
268,28
168,498
700,953
251,776
186,562
638,819
748,450
13,260
584,386
490,726
20,17
482,524
425,730
648,275
57,7
999,161
550,687
219,453
445,784
457,906
570,192
142,194
101,550
974,880
369,749
630,31
411,554
247,664
332,449
90,411
1,203
967,280
34,964
209,41
323,136
204,409
553,924
578,676
862,447
152,271
969,394
246,726
630,251
975,724
918,759
712,116
142,91
572,706
908,516
975,189
135,374
26,325
484,821
864,567
713,770
825,432
310,628
421,362
25,234
491,91
633,862
224,129
515,322
499,203
879,743
950,915
719,290
760,397
97,816
104,61
