642,863
451,411
987,530
385,39
631,60
459,228
777,53
137,226
845,501
502,23
802,17
438,412
393,453
788,152
744,135
517,925
271,115
218,277
406,216
959,641
293,709
805,385
342,605
101,442
79,399
285,532
213,825
295,921
491,437
5,798
981,243
790,155
818,700
847,214
960,986
946,24
540,769
412,99
499,620
140,13
243,296
53,389
435,302
943,605
244,174
261,638
45,557
278,803
392,440
73,980
173,549
975,614
928,729
561,823
323,851
951,386
794,531
887,772
810,231
101,191
246,146
171,314
679,844
